job_number,job_date,job_state,service,tasker_number,job_value,tasker_payout
85834,2023-03-11,completed,cleaning,933,141.0,100.0
405,2023-03-11,cancelled,cleaning,,183.0,134.0
3172,2023-03-11,cancelled,cleaning,,144.0,93.0
86042,2023-03-11,completed,cleaning,2631,197.0,145.0
82873,2023-03-11,completed,cleaning,677,169.0,118.0
36602,2023-03-11,completed,cleaning,,151.0,138.0
83725,2023-03-11,completed,cleaning,2250,150.0,117.0
62422,2023-03-11,completed,cleaning,2442,134.0,105.0
86360,2023-03-11,cancelled,pre_moving_cleaning,,374.0,258.0
61216,2023-03-11,cancelled,heavy_cleaning,419,175.0,165.0
36640,2023-03-11,completed,cleaning,1190,103.0,86.0
85773,2023-03-11,completed,cleaning,800,140.0,99.0
36547,2023-03-11,completed,cleaning,2627,122.0,80.0
67260,2023-03-11,completed,express_cleaning,2416,40.0,33.0
69597,2023-03-11,completed,cleaning,1830,138.0,100.0
59337,2023-03-11,cancelled,cleaning,,160.0,114.0
36504,2023-03-11,cancelled,cleaning,1744,124.0,71.0
83398,2023-03-11,completed,furniture_assembly,2919,182.0,137.0
84916,2023-03-11,cancelled,cleaning,,179.0,141.0
61648,2023-03-11,cancelled,cleaning,1192,192.0,153.0
61214,2023-03-11,cancelled,cleaning,1871,163.0,141.0
83132,2023-03-11,completed,cleaning,617,175.0,114.0
46310,2023-03-11,cancelled,cleaning,3422,119.0,82.0
86485,2023-03-12,completed,heavy_cleaning,317,173.0,139.0
86438,2023-03-12,completed,furniture_assembly,577,121.0,78.0
86008,2023-03-12,completed,cleaning,383,156.0,85.0
74726,2023-03-12,cancelled,cleaning,,104.0,57.0
71321,2023-03-12,cancelled,cleaning,,229.0,197.0
80085,2023-03-12,cancelled,cleaning,,119.0,103.0
37167,2023-03-12,completed,cleaning,1265,125.0,97.0
83872,2023-03-12,cancelled,cleaning,,193.0,138.0
38195,2023-03-12,cancelled,cleaning,,183.0,140.0
55355,2023-03-12,cancelled,cleaning,1260,121.0,107.0
86561,2023-03-12,cancelled,cleaning,2278,196.0,181.0
86593,2023-03-12,completed,furniture_assembly,374,64.0,50.0
62637,2023-03-12,cancelled,cleaning,,134.0,98.0
56379,2023-03-12,cancelled,cleaning,2043,101.0,80.0
62255,2023-03-12,cancelled,heavy_cleaning,,360.0,300.0
63211,2023-03-12,cancelled,cleaning,,155.0,120.0
31319,2023-03-12,cancelled,cleaning,1260,207.0,140.0
65365,2023-03-12,cancelled,cleaning,,102.0,87.0
84738,2023-03-12,completed,cleaning,1182,94.0,80.0
86485,2023-03-12,completed,heavy_cleaning,2289,178.0,153.0
86548,2023-03-12,completed,cleaning,2624,201.0,170.0
47824,2023-03-12,cancelled,cleaning,3014,180.0,123.0
62009,2023-03-12,completed,cleaning,2252,90.0,89.0
86645,2023-03-12,completed,cleaning,1664,182.0,169.0
58762,2023-03-12,cancelled,heavy_cleaning,,177.0,146.0
74015,2023-03-12,completed,cleaning,57,120.0,87.0
86413,2023-03-12,completed,cleaning,3045,139.0,96.0
87107,2023-03-13,completed,cleaning,1123,120.0,89.0
86330,2023-03-13,completed,furniture_assembly,2110,46.0,19.0
79665,2023-03-13,cancelled,cleaning,900,71.0,77.0
38000,2023-03-13,completed,cleaning,310,106.0,78.0
1315,2023-03-13,cancelled,cleaning,2165,162.0,122.0
39353,2023-03-13,cancelled,cleaning,2366,12.0,114.0
87153,2023-03-13,completed,cleaning,3209,139.0,125.0
50320,2023-03-13,cancelled,ironing,,122.0,95.0
29428,2023-03-13,cancelled,cleaning,928,112.0,98.0
87310,2023-03-13,completed,heavy_cleaning,3299,227.0,180.0
73690,2023-03-13,completed,cleaning,1737,145.0,105.0
37587,2023-03-13,cancelled,cleaning,1497,112.0,79.0
64621,2023-03-13,completed,cleaning,2376,100.0,101.0
87190,2023-03-13,completed,business_cleaning,2683,204.0,107.0
65033,2023-03-13,completed,cleaning,1014,109.0,112.0
65202,2023-03-13,cancelled,cleaning,3431,131.0,104.0
87047,2023-03-13,cancelled,furniture_assembly,1550,386.0,277.0
55652,2023-03-13,completed,cleaning,3510,119.0,114.0
37664,2023-03-13,completed,cleaning,543,139.0,112.0
36838,2023-03-13,cancelled,cleaning,2466,98.0,73.0
58394,2023-03-13,cancelled,cleaning,1853,131.0,127.0
87142,2023-03-13,completed,cleaning,1871,111.0,90.0
84515,2023-03-13,completed,heavy_cleaning,199,250.0,177.0
38044,2023-03-13,cancelled,cleaning,,174.0,151.0
63710,2023-03-13,completed,cleaning,399,101.0,77.0
76792,2023-03-13,completed,cleaning,3412,115.0,85.0
64574,2023-03-13,completed,business_cleaning,383,94.0,102.0
64170,2023-03-13,completed,cleaning,1964,99.0,99.0
53743,2023-03-13,cancelled,ironing,,149.0,126.0
64378,2023-03-13,completed,cleaning,3682,166.0,142.0
39077,2023-03-13,cancelled,cleaning,500,108.0,94.0
83144,2023-03-13,cancelled,cleaning,2691,137.0,106.0
44197,2023-03-13,completed,cleaning,2645,148.0,134.0
79978,2023-03-13,cancelled,cleaning,2930,-6.0,119.0
64309,2023-03-13,cancelled,cleaning,,119.0,83.0
62824,2023-03-13,cancelled,cleaning,3414,170.0,133.0
86130,2023-03-13,completed,furniture_assembly,2494,305.0,190.0
51835,2023-03-13,cancelled,cleaning,324,158.0,109.0
64199,2023-03-13,completed,cleaning,2103,184.0,135.0
64428,2023-03-13,completed,cleaning,2546,128.0,104.0
78210,2023-03-13,cancelled,cleaning,158,126.0,117.0
49717,2023-03-13,cancelled,cleaning,735,3.0,88.0
56014,2023-03-13,cancelled,cleaning,,119.0,92.0
87101,2023-03-13,completed,furniture_assembly,1031,24.0,19.0
82750,2023-03-13,completed,heavy_cleaning,155,167.0,116.0
84115,2023-03-13,completed,ironing,876,78.0,48.0
37984,2023-03-13,completed,cleaning,2100,105.0,84.0
86764,2023-03-13,completed,cleaning,1196,156.0,126.0
64143,2023-03-13,completed,cleaning,204,119.0,89.0
59847,2023-03-13,completed,cleaning,832,164.0,129.0
37041,2023-03-13,cancelled,cleaning,,171.0,128.0
51265,2023-03-13,cancelled,cleaning,,87.0,65.0
62765,2023-03-13,completed,cleaning,1848,166.0,128.0
37957,2023-03-13,completed,ironing,232,98.0,96.0
62859,2023-03-13,cancelled,cleaning,,97.0,66.0
81977,2023-03-13,completed,cleaning,3066,170.0,102.0
87161,2023-03-13,completed,cleaning,2876,131.0,105.0
69120,2023-03-13,cancelled,cleaning,1260,146.0,111.0
86799,2023-03-13,completed,pre_moving_cleaning,35,295.0,171.0
80922,2023-03-13,completed,cleaning,3147,141.0,134.0
87299,2023-03-13,completed,cleaning,281,130.0,82.0
54549,2023-03-13,cancelled,cleaning,2290,119.0,94.0
58056,2023-03-13,cancelled,cleaning,2251,187.0,135.0
87078,2023-03-13,completed,furniture_assembly,967,42.0,23.0
87120,2023-03-13,cancelled,business_cleaning,,147.0,79.0
45858,2023-03-13,completed,cleaning,632,128.0,117.0
55433,2023-03-13,cancelled,cleaning,66,85.0,93.0
70866,2023-03-13,completed,cleaning,,149.0,113.0
86905,2023-03-13,cancelled,ironing,,111.0,65.0
57678,2023-03-13,cancelled,cleaning,3037,119.0,116.0
87327,2023-03-13,cancelled,cleaning,,83.0,60.0
31930,2023-03-13,completed,cleaning,3312,122.0,85.0
78422,2023-03-13,cancelled,business_cleaning,211,211.0,187.0
86753,2023-03-13,completed,pre_moving_cleaning,1498,226.0,126.0
63804,2023-03-13,cancelled,business_cleaning,1768,149.0,101.0
76302,2023-03-13,completed,heavy_cleaning,762,197.0,136.0
64291,2023-03-13,completed,cleaning,624,124.0,86.0
73465,2023-03-13,completed,cleaning,805,127.0,104.0
29618,2023-03-13,completed,cleaning,2235,158.0,127.0
86942,2023-03-13,completed,heavy_cleaning,1901,203.0,150.0
37683,2023-03-13,completed,cleaning,685,160.0,109.0
61107,2023-03-13,completed,cleaning,2252,129.0,95.0
78422,2023-03-13,cancelled,business_cleaning,2162,193.0,136.0
83324,2023-03-13,completed,cleaning,1549,101.0,71.0
64576,2023-03-13,cancelled,cleaning,,113.0,100.0
35477,2023-03-13,cancelled,cleaning,,176.0,159.0
38126,2023-03-13,completed,cleaning,1220,126.0,97.0
37486,2023-03-13,completed,ironing,373,78.0,61.0
14611,2023-03-13,cancelled,cleaning,,280.0,195.0
84727,2023-03-13,completed,cleaning,3562,95.0,86.0
64146,2023-03-13,completed,cleaning,3155,97.0,78.0
47836,2023-03-13,cancelled,ironing,,73.0,68.0
38043,2023-03-13,completed,cleaning,1952,156.0,120.0
86627,2023-03-13,completed,cleaning,3063,154.0,92.0
86753,2023-03-13,completed,pre_moving_cleaning,924,205.0,129.0
25661,2023-03-13,completed,cleaning,2527,117.0,79.0
72226,2023-03-13,completed,cleaning,1070,121.0,118.0
87153,2023-03-13,completed,cleaning,1750,166.0,103.0
35749,2023-03-13,completed,ironing,37,164.0,111.0
63046,2023-03-13,cancelled,heavy_cleaning,,344.0,346.0
37757,2023-03-13,completed,cleaning,182,131.0,95.0
37881,2023-03-13,cancelled,ironing,2705,102.0,72.0
87039,2023-03-13,completed,cleaning,2382,200.0,165.0
61303,2023-03-13,completed,business_cleaning,3356,118.0,117.0
36905,2023-03-13,cancelled,cleaning,,181.0,144.0
86670,2023-03-13,completed,business_cleaning,3170,143.0,100.0
78422,2023-03-13,cancelled,business_cleaning,334,203.0,197.0
87098,2023-03-13,cancelled,furniture_assembly,855,188.0,145.0
54356,2023-03-13,completed,ironing,3369,132.0,112.0
63712,2023-03-13,cancelled,business_cleaning,898,125.0,78.0
57181,2023-03-13,completed,cleaning,2517,129.0,110.0
85494,2023-03-13,completed,cleaning,2153,166.0,114.0
59336,2023-03-13,cancelled,cleaning,,143.0,124.0
31378,2023-03-13,completed,cleaning,1431,117.0,76.0
33919,2023-03-13,completed,cleaning,833,62.0,50.0
87190,2023-03-13,completed,business_cleaning,942,216.0,121.0
78947,2023-03-13,completed,cleaning,1621,110.0,74.0
49229,2023-03-13,completed,cleaning,3529,175.0,140.0
82750,2023-03-13,completed,heavy_cleaning,335,174.0,113.0
83730,2023-03-13,completed,cleaning,2777,137.0,84.0
63781,2023-03-13,completed,cleaning,1831,78.0,76.0
63871,2023-03-13,completed,cleaning,2193,134.0,112.0
38273,2023-03-13,completed,cleaning,3435,131.0,107.0
36848,2023-03-13,cancelled,cleaning,1061,153.0,126.0
87340,2023-03-13,completed,cleaning,2834,114.0,86.0
18754,2023-03-14,cancelled,cleaning,,105.0,73.0
87709,2023-03-14,cancelled,cleaning,,153.0,127.0
87925,2023-03-14,completed,pre_moving_cleaning,245,136.0,126.0
65509,2023-03-14,cancelled,ironing,1517,131.0,100.0
63616,2023-03-14,completed,heavy_cleaning,2289,134.0,130.0
64762,2023-03-14,completed,business_cleaning,323,93.0,74.0
52615,2023-03-14,cancelled,cleaning,1674,141.0,97.0
86494,2023-03-14,completed,cleaning,2313,94.0,58.0
87753,2023-03-14,completed,cleaning,903,189.0,141.0
66306,2023-03-14,cancelled,cleaning,2503,143.0,108.0
66613,2023-03-14,completed,cleaning,1537,119.0,78.0
87408,2023-03-14,completed,cleaning,1196,182.0,124.0
87194,2023-03-14,completed,heavy_cleaning,363,184.0,186.0
36409,2023-03-14,completed,cleaning,2263,97.0,84.0
87720,2023-03-14,completed,furniture_assembly,3016,90.0,54.0
45674,2023-03-14,completed,cleaning,2327,140.0,83.0
64857,2023-03-14,completed,cleaning,2295,94.0,66.0
72098,2023-03-14,completed,heavy_cleaning,3340,207.0,171.0
64952,2023-03-14,cancelled,cleaning,812,117.0,96.0
54694,2023-03-14,cancelled,heavy_cleaning,2126,205.0,181.0
75238,2023-03-14,cancelled,cleaning,3230,146.0,116.0
64795,2023-03-14,cancelled,cleaning,,145.0,97.0
57023,2023-03-14,cancelled,cleaning,,95.0,76.0
61647,2023-03-14,completed,cleaning,211,199.0,150.0
75751,2023-03-14,cancelled,cleaning,,157.0,138.0
87958,2023-03-14,completed,cleaning,2075,89.0,71.0
65410,2023-03-14,completed,ironing,2341,111.0,86.0
63616,2023-03-14,completed,heavy_cleaning,882,138.0,146.0
88225,2023-03-14,completed,cleaning,1782,109.0,82.0
60955,2023-03-14,cancelled,cleaning,,98.0,85.0
34686,2023-03-14,cancelled,cleaning,2570,110.0,75.0
37351,2023-03-14,cancelled,heavy_cleaning,2258,220.0,172.0
42562,2023-03-14,cancelled,cleaning,,165.0,141.0
63375,2023-03-14,cancelled,cleaning,2528,168.0,137.0
56794,2023-03-14,cancelled,cleaning,1562,164.0,118.0
65418,2023-03-14,cancelled,business_cleaning,124,133.0,112.0
33949,2023-03-14,cancelled,cleaning,,356.0,314.0
65464,2023-03-14,completed,cleaning,279,184.0,144.0
45540,2023-03-14,cancelled,cleaning,,150.0,111.0
46469,2023-03-14,completed,cleaning,1584,99.0,66.0
65130,2023-03-14,completed,ironing,458,128.0,120.0
87838,2023-03-14,completed,cleaning,916,135.0,117.0
86596,2023-03-14,completed,heavy_cleaning,1245,254.0,192.0
64931,2023-03-14,completed,business_cleaning,431,156.0,115.0
88929,2023-03-14,completed,business_cleaning,124,155.0,129.0
71594,2023-03-14,completed,cleaning,1288,139.0,116.0
33169,2023-03-14,cancelled,cleaning,570,138.0,118.0
37848,2023-03-14,completed,cleaning,186,136.0,82.0
79392,2023-03-14,completed,cleaning,1191,132.0,105.0
84425,2023-03-14,completed,cleaning,498,134.0,106.0
53706,2023-03-14,cancelled,cleaning,1016,116.0,96.0
38733,2023-03-14,completed,cleaning,1534,92.0,73.0
82348,2023-03-14,cancelled,cleaning,,174.0,129.0
41740,2023-03-14,cancelled,ironing,,89.0,85.0
63376,2023-03-14,cancelled,cleaning,928,125.0,109.0
44596,2023-03-14,completed,cleaning,807,117.0,95.0
87391,2023-03-14,cancelled,cleaning,,199.0,136.0
87651,2023-03-14,completed,cleaning,2667,124.0,105.0
65575,2023-03-14,cancelled,cleaning,,138.0,111.0
87641,2023-03-14,completed,cleaning,1115,203.0,138.0
53700,2023-03-14,cancelled,cleaning,3456,167.0,123.0
65197,2023-03-14,completed,business_cleaning,295,173.0,145.0
75007,2023-03-14,completed,cleaning,969,163.0,119.0
87867,2023-03-14,completed,cleaning,554,165.0,135.0
61147,2023-03-14,cancelled,heavy_cleaning,640,174.0,156.0
65838,2023-03-14,cancelled,cleaning,,85.0,59.0
49004,2023-03-14,cancelled,cleaning,132,112.0,81.0
63690,2023-03-14,cancelled,cleaning,,121.0,94.0
86596,2023-03-14,completed,heavy_cleaning,1901,227.0,196.0
47885,2023-03-14,cancelled,cleaning,,132.0,97.0
87834,2023-03-14,completed,heavy_cleaning,3438,189.0,138.0
87398,2023-03-14,cancelled,cleaning,,221.0,150.0
87661,2023-03-14,completed,cleaning,3456,191.0,146.0
87486,2023-03-14,cancelled,furniture_assembly,1348,84.0,62.0
39132,2023-03-14,completed,heavy_cleaning,1066,197.0,172.0
7374,2023-03-14,cancelled,heavy_cleaning,,180.0,185.0
85705,2023-03-14,completed,cleaning,2597,214.0,148.0
41292,2023-03-14,cancelled,ironing,,91.0,71.0
87870,2023-03-14,completed,cleaning,2289,133.0,87.0
10700,2023-03-14,cancelled,cleaning,,104.0,81.0
87622,2023-03-14,completed,ironing,3653,110.0,72.0
69072,2023-03-14,completed,cleaning,3578,101.0,81.0
39571,2023-03-14,cancelled,cleaning,845,155.0,130.0
65759,2023-03-14,completed,cleaning,183,148.0,93.0
73126,2023-03-14,completed,cleaning,1020,138.0,96.0
63878,2023-03-14,completed,cleaning,2697,154.0,120.0
51629,2023-03-14,cancelled,cleaning,2249,157.0,105.0
65597,2023-03-14,completed,cleaning,2517,127.0,96.0
36632,2023-03-14,cancelled,ironing,,102.0,87.0
38754,2023-03-14,completed,cleaning,934,116.0,72.0
83950,2023-03-14,cancelled,cleaning,,6.0,102.0
65637,2023-03-14,cancelled,cleaning,45,193.0,156.0
63952,2023-03-14,completed,business_cleaning,931,95.0,96.0
87834,2023-03-14,completed,heavy_cleaning,2810,186.0,126.0
87232,2023-03-14,completed,cleaning,212,193.0,131.0
33147,2023-03-14,cancelled,cleaning,,169.0,135.0
22454,2023-03-14,cancelled,cleaning,,118.0,67.0
36780,2023-03-14,cancelled,cleaning,1541,129.0,102.0
64555,2023-03-14,cancelled,heavy_cleaning,890,171.0,146.0
88195,2023-03-14,completed,cleaning,2283,108.0,73.0
65551,2023-03-14,completed,cleaning,136,86.0,71.0
73408,2023-03-14,cancelled,cleaning,,138.0,116.0
70553,2023-03-14,completed,cleaning,2708,172.0,149.0
64403,2023-03-14,cancelled,cleaning,635,137.0,108.0
88279,2023-03-14,cancelled,furniture_assembly,369,119.0,109.0
75589,2023-03-14,completed,cleaning,531,138.0,115.0
87925,2023-03-14,completed,pre_moving_cleaning,472,132.0,127.0
88263,2023-03-14,cancelled,cleaning,,179.0,121.0
87530,2023-03-14,completed,business_cleaning,11,177.0,110.0
56523,2023-03-14,cancelled,cleaning,2888,130.0,137.0
50517,2023-03-14,cancelled,cleaning,,132.0,106.0
87637,2023-03-14,completed,cleaning,499,202.0,159.0
87975,2023-03-14,completed,furniture_assembly,2765,189.0,122.0
32480,2023-03-14,completed,cleaning,1953,102.0,87.0
73459,2023-03-14,completed,business_cleaning,383,150.0,73.0
65417,2023-03-14,completed,cleaning,1402,114.0,90.0
88201,2023-03-14,completed,cleaning,1810,129.0,100.0
38900,2023-03-14,completed,cleaning,2070,132.0,87.0
87341,2023-03-14,cancelled,cleaning,,102.0,77.0
65474,2023-03-14,completed,cleaning,1854,152.0,136.0
62525,2023-03-14,cancelled,cleaning,2173,165.0,116.0
36941,2023-03-14,cancelled,cleaning,,153.0,121.0
87930,2023-03-14,cancelled,cleaning,,146.0,120.0
80738,2023-03-14,completed,cleaning,1737,72.0,79.0
75894,2023-03-14,cancelled,cleaning,2909,88.0,73.0
87484,2023-03-14,completed,furniture_assembly,1069,200.0,159.0
87526,2023-03-14,completed,ironing,101,109.0,85.0
33741,2023-03-15,cancelled,cleaning,2327,116.0,82.0
81876,2023-03-15,cancelled,cleaning,,402.0,294.0
65764,2023-03-15,completed,heavy_cleaning,3242,180.0,159.0
88378,2023-03-15,completed,furniture_assembly,3016,52.0,36.0
40091,2023-03-15,completed,cleaning,228,203.0,139.0
4076,2023-03-15,completed,heavy_cleaning,966,198.0,161.0
18021,2023-03-15,completed,cleaning,1099,114.0,87.0
65442,2023-03-15,completed,cleaning,3241,96.0,73.0
46361,2023-03-15,completed,cleaning,320,70.0,49.0
46562,2023-03-15,cancelled,cleaning,2961,121.0,79.0
40342,2023-03-15,completed,cleaning,1124,207.0,168.0
39921,2023-03-15,cancelled,cleaning,,160.0,109.0
49033,2023-03-15,cancelled,ironing,,160.0,118.0
59868,2023-03-15,completed,heavy_cleaning,2561,195.0,164.0
67250,2023-03-15,cancelled,cleaning,610,115.0,97.0
66357,2023-03-15,completed,cleaning,293,142.0,123.0
51456,2023-03-15,completed,ironing,1431,107.0,86.0
66626,2023-03-15,completed,cleaning,2593,165.0,112.0
57512,2023-03-15,completed,cleaning,1607,111.0,83.0
40211,2023-03-15,completed,cleaning,1043,167.0,119.0
88383,2023-03-15,completed,furniture_assembly,1889,73.0,55.0
75058,2023-03-15,cancelled,cleaning,,158.0,107.0
40293,2023-03-15,completed,cleaning,3681,104.0,72.0
40298,2023-03-15,cancelled,cleaning,,142.0,110.0
8391,2023-03-15,completed,cleaning,422,117.0,59.0
40310,2023-03-15,cancelled,ironing,2007,126.0,118.0
38394,2023-03-15,completed,cleaning,186,153.0,120.0
40213,2023-03-15,cancelled,cleaning,,179.0,123.0
35469,2023-03-15,cancelled,business_cleaning,,166.0,102.0
88380,2023-03-15,completed,furniture_assembly,1129,67.0,30.0
44182,2023-03-15,cancelled,heavy_cleaning,,217.0,202.0
66851,2023-03-15,cancelled,business_cleaning,207,105.0,72.0
88537,2023-03-15,completed,cleaning,800,126.0,82.0
35731,2023-03-15,cancelled,cleaning,1545,152.0,114.0
66655,2023-03-15,completed,cleaning,1903,189.0,148.0
65101,2023-03-15,cancelled,cleaning,1588,170.0,129.0
40313,2023-03-15,completed,cleaning,1602,112.0,99.0
38410,2023-03-15,cancelled,heavy_cleaning,2103,191.0,160.0
88372,2023-03-15,completed,furniture_assembly,736,50.0,45.0
86825,2023-03-15,completed,cleaning,3599,138.0,111.0
64582,2023-03-15,cancelled,cleaning,2314,119.0,90.0
27962,2023-03-15,completed,cleaning,1119,164.0,161.0
66434,2023-03-15,completed,cleaning,363,164.0,117.0
88881,2023-03-15,completed,cleaning,1878,139.0,95.0
30010,2023-03-15,cancelled,cleaning,,126.0,82.0
62697,2023-03-15,cancelled,cleaning,,114.0,93.0
63458,2023-03-15,cancelled,cleaning,,99.0,89.0
66271,2023-03-15,completed,cleaning,2667,91.0,90.0
39694,2023-03-15,completed,cleaning,2232,98.0,70.0
57170,2023-03-15,completed,cleaning,1505,141.0,101.0
66853,2023-03-15,completed,cleaning,1891,180.0,155.0
67658,2023-03-15,cancelled,cleaning,2012,132.0,95.0
36895,2023-03-15,cancelled,cleaning,2058,105.0,82.0
59503,2023-03-15,cancelled,cleaning,1813,147.0,106.0
65186,2023-03-15,completed,cleaning,2598,156.0,145.0
66617,2023-03-15,completed,cleaning,934,83.0,84.0
66193,2023-03-15,completed,cleaning,2136,99.0,78.0
66366,2023-03-15,cancelled,cleaning,,143.0,96.0
66713,2023-03-15,completed,cleaning,1533,115.0,85.0
52943,2023-03-15,completed,cleaning,3041,179.0,130.0
68594,2023-03-15,completed,cleaning,3320,155.0,113.0
66175,2023-03-15,cancelled,cleaning,137,115.0,90.0
88541,2023-03-15,completed,ironing,209,87.0,57.0
87748,2023-03-15,completed,cleaning,39,107.0,91.0
64586,2023-03-15,cancelled,business_cleaning,,138.0,97.0
89433,2023-03-15,completed,cleaning,2805,120.0,121.0
88511,2023-03-15,completed,cleaning,2896,149.0,95.0
40058,2023-03-15,completed,cleaning,1498,97.0,97.0
88373,2023-03-15,completed,furniture_assembly,725,27.0,38.0
88879,2023-03-15,completed,heavy_cleaning,362,239.0,189.0
67497,2023-03-15,completed,cleaning,472,155.0,116.0
88385,2023-03-15,completed,furniture_assembly,3357,52.0,20.0
4306,2023-03-15,cancelled,cleaning,1988,174.0,140.0
64510,2023-03-15,cancelled,cleaning,,133.0,113.0
20159,2023-03-15,cancelled,cleaning,2248,98.0,90.0
38882,2023-03-15,cancelled,cleaning,2141,159.0,121.0
66784,2023-03-15,completed,cleaning,1273,201.0,167.0
67844,2023-03-15,cancelled,cleaning,,186.0,177.0
87821,2023-03-15,completed,cleaning,564,181.0,119.0
62490,2023-03-15,cancelled,cleaning,1056,121.0,109.0
86489,2023-03-15,cancelled,ironing,182,125.0,88.0
88288,2023-03-15,completed,cleaning,1212,195.0,123.0
66655,2023-03-15,completed,cleaning,1952,182.0,148.0
39845,2023-03-15,completed,cleaning,977,113.0,94.0
61407,2023-03-15,completed,cleaning,1769,138.0,105.0
65504,2023-03-15,completed,cleaning,2403,126.0,103.0
66657,2023-03-15,completed,cleaning,2834,197.0,132.0
88227,2023-03-15,completed,cleaning,3398,204.0,149.0
83841,2023-03-15,cancelled,cleaning,,104.0,103.0
44165,2023-03-15,completed,cleaning,874,108.0,98.0
89149,2023-03-15,completed,heavy_cleaning,1341,267.0,200.0
88797,2023-03-15,completed,cleaning,3108,119.0,90.0
88469,2023-03-15,cancelled,cleaning,,147.0,131.0
88673,2023-03-15,completed,cleaning,3054,144.0,92.0
64349,2023-03-15,cancelled,cleaning,2870,119.0,80.0
86939,2023-03-15,completed,cleaning,1763,139.0,96.0
66352,2023-03-15,completed,cleaning,414,125.0,84.0
88371,2023-03-15,completed,furniture_assembly,736,37.0,23.0
65849,2023-03-16,cancelled,cleaning,1342,150.0,132.0
28297,2023-03-16,cancelled,cleaning,,172.0,156.0
41298,2023-03-16,completed,cleaning,465,109.0,88.0
89943,2023-03-16,completed,cleaning,961,156.0,88.0
67413,2023-03-16,cancelled,cleaning,820,115.0,78.0
67765,2023-03-16,completed,cleaning,1953,114.0,77.0
89389,2023-03-16,completed,cleaning,3237,120.0,88.0
58569,2023-03-16,completed,cleaning,880,147.0,127.0
72453,2023-03-16,cancelled,cleaning,516,167.0,133.0
46842,2023-03-16,completed,cleaning,1748,114.0,90.0
87319,2023-03-16,cancelled,cleaning,3382,168.0,102.0
82095,2023-03-16,completed,heavy_cleaning,1703,212.0,200.0
67292,2023-03-16,completed,ironing,1092,149.0,132.0
77103,2023-03-16,completed,cleaning,3575,173.0,127.0
89835,2023-03-16,completed,cleaning,1452,113.0,79.0
87394,2023-03-16,cancelled,heavy_cleaning,,214.0,185.0
88022,2023-03-16,completed,cleaning,139,134.0,89.0
82741,2023-03-16,cancelled,heavy_cleaning,1051,8.0,167.0
67305,2023-03-16,completed,ironing,1086,120.0,110.0
67489,2023-03-16,completed,business_cleaning,273,184.0,165.0
51479,2023-03-16,cancelled,cleaning,1761,167.0,105.0
89255,2023-03-16,completed,furniture_assembly,1550,69.0,73.0
41213,2023-03-16,cancelled,cleaning,,184.0,140.0
67681,2023-03-16,completed,heavy_cleaning,2123,207.0,186.0
40989,2023-03-16,completed,cleaning,433,161.0,156.0
89518,2023-03-16,cancelled,cleaning,,204.0,120.0
82741,2023-03-16,cancelled,heavy_cleaning,1287,9.0,160.0
69236,2023-03-16,completed,cleaning,346,155.0,121.0
39258,2023-03-16,completed,cleaning,3704,119.0,89.0
61749,2023-03-16,cancelled,cleaning,,167.0,127.0
75565,2023-03-16,cancelled,cleaning,2364,158.0,131.0
67273,2023-03-16,completed,cleaning,1693,88.0,79.0
52382,2023-03-16,cancelled,cleaning,2421,148.0,98.0
88796,2023-03-16,completed,cleaning,801,142.0,96.0
58168,2023-03-16,cancelled,cleaning,,191.0,153.0
84119,2023-03-16,completed,cleaning,1416,200.0,142.0
68024,2023-03-16,cancelled,express_cleaning,3067,50.0,37.0
89642,2023-03-16,completed,cleaning,2199,162.0,123.0
67291,2023-03-16,completed,cleaning,886,118.0,108.0
65175,2023-03-16,completed,business_cleaning,2243,96.0,83.0
41014,2023-03-16,completed,cleaning,1128,154.0,134.0
87002,2023-03-16,completed,business_cleaning,2553,228.0,150.0
40737,2023-03-16,cancelled,cleaning,,97.0,86.0
74498,2023-03-16,completed,cleaning,3725,96.0,76.0
42355,2023-03-16,cancelled,cleaning,1247,111.0,79.0
65849,2023-03-16,cancelled,cleaning,3266,152.0,137.0
41471,2023-03-16,completed,cleaning,3277,214.0,169.0
67654,2023-03-16,completed,cleaning,1338,163.0,116.0
85108,2023-03-16,cancelled,cleaning,3583,178.0,127.0
41286,2023-03-16,cancelled,ironing,452,108.0,82.0
40900,2023-03-16,cancelled,cleaning,139,124.0,120.0
85743,2023-03-16,cancelled,furniture_assembly,,110.0,73.0
41314,2023-03-16,completed,cleaning,1872,108.0,84.0
78948,2023-03-16,completed,cleaning,2517,89.0,77.0
33532,2023-03-16,cancelled,cleaning,39,100.0,58.0
67820,2023-03-16,completed,cleaning,2957,152.0,109.0
85555,2023-03-16,cancelled,express_cleaning,3698,39.0,53.0
67196,2023-03-16,completed,cleaning,2546,194.0,132.0
40931,2023-03-16,cancelled,cleaning,2062,152.0,144.0
89303,2023-03-16,completed,cleaning,874,126.0,71.0
67793,2023-03-16,completed,cleaning,1443,161.0,147.0
55982,2023-03-16,cancelled,cleaning,,187.0,160.0
64278,2023-03-16,cancelled,business_cleaning,287,134.0,78.0
87832,2023-03-16,cancelled,cleaning,2808,146.0,114.0
88811,2023-03-16,completed,cleaning,1132,194.0,138.0
67776,2023-03-16,completed,cleaning,2615,107.0,102.0
67491,2023-03-16,completed,cleaning,387,134.0,117.0
64791,2023-03-16,cancelled,cleaning,2442,136.0,94.0
